"Supplier Payments, where a specific charge is £250 or greater.",,,,,,,,,,,
Period 1-Mar-14 to 31-Mar-14,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Authority,,Vendor Name,Invoice,Payment ,Service Responsible for Spend,Service,Cost,Subjective,Subjective,Amount Exc,Type
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5203506,20-Mar-14,Adult Social Care ,  Older PDI West - PWLTP - Two,306413,3359  ,Residential Care,"1,997.74",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5203506,20-Mar-14,Adult Social Care ,  Older MH West - PWMH1,306414,3357  ,Care Homes with Nursing,998.87,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5203506,20-Mar-14,Adult Social Care ,  Older MH West - PWMH1,306414,3359  ,Residential Care,"2,008.86",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5203509,20-Mar-14,Adult Social Care ,  Older PDI West - PWLTH - One,306412,3357  ,Care Homes with Nursing,998.87,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5203509,20-Mar-14,Adult Social Care ,  Older PDI West - PWLTP - Two,306413,3357  ,Care Homes with Nursing,998.87,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5203509,20-Mar-14,Adult Social Care ,  Older MH West - PWMH1,306414,3357  ,Care Homes with Nursing,998.87,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5203509,20-Mar-14,Adult Social Care ,  Older MH West - PWMH1,306414,3359  ,Residential Care,"3,018.85",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5203511,20-Mar-14,Adult Social Care,  CHC Packages,306420,3357  ,Care Homes with Nursing,"2,512.66",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5203515,20-Mar-14,Adult Social Care,  CHC Packages,306420,3357  ,Care Homes with Nursing,"1,234.13",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5203501,20-Mar-14,Adult Social Care ,  Older PDI West - PWLTH - One,306412,3357  ,Care Homes with Nursing,"3,729.12",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5203501,20-Mar-14,Adult Social Care ,  Older PDI West - PWLTH - One,306412,3359  ,Residential Care,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5203501,20-Mar-14,Adult Social Care ,  Older PDI West - PWLTP - Two,306413,3357  ,Care Homes with Nursing,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5203501,20-Mar-14,Adult Social Care ,  Older MH West - PWMH1,306414,3359  ,Residential Care,"3,749.88",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5203501,20-Mar-14,Adult Social Care,  CHC Packages,306420,3357  ,Care Homes with Nursing,"2,303.72",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5203503,20-Mar-14,Adult Social Care ,  LD West - LW1H1,306154,3359  ,Residential Care,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5203503,20-Mar-14,Adult Social Care ,  Older PDI West - PWLTH - One,306412,3357  ,Care Homes with Nursing,"5,593.68",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5203503,20-Mar-14,Adult Social Care ,  Older PDI West - PWLTH - One,306412,3359  ,Residential Care,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5203503,20-Mar-14,Adult Social Care ,  Older MH West - PWMH1,306414,3357  ,Care Homes with Nursing,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5203503,20-Mar-14,Adult Social Care ,  Older MH West - PWMH1,306414,3359  ,Residential Care,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5203505,20-Mar-14,Adult Social Care ,  Older PDI West - PWLTH - One,306412,3359  ,Residential Care,"3,729.12",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5203505,20-Mar-14,Adult Social Care ,  Older PDI West - PWLTP - Two,306413,3359  ,Residential Care,"3,729.12",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5203505,20-Mar-14,Adult Social Care ,  Older MH West - PWMH1,306414,3357  ,Care Homes with Nursing,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5203505,20-Mar-14,Adult Social Care ,  Older MH West - PWMH1,306414,3359  ,Residential Care,"3,749.88",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5203507,20-Mar-14,Adult Social Care ,  Older MH West - PWMH1,306414,3359  ,Residential Care,"1,211.99",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5203508,20-Mar-14,Adult Social Care ,  Older PDI West - PWLTH - One,306412,3357  ,Care Homes with Nursing,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5203508,20-Mar-14,Adult Social Care ,  Older PDI West - PWLTP - Two,306413,3357  ,Care Homes with Nursing,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5203508,20-Mar-14,Adult Social Care ,  Older MH West - PWMH1,306414,3357  ,Care Homes with Nursing,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5203508,20-Mar-14,Adult Social Care ,  Older MH West - PWMH1,306414,3359  ,Residential Care,"5,635.20",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5203510,20-Mar-14,Adult Social Care,  CHC Packages,306420,3357  ,Care Homes with Nursing,"4,690.32",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5203514,20-Mar-14,Adult Social Care,  CHC Packages,306420,3357  ,Care Homes with Nursing,"2,303.72",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5203500,20-Mar-14,Adult Social Care,  CHC Packages,306420,3359  ,Residential Care,"3,367.32",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5203499,20-Mar-14,Adult Social Care ,  Older PDI West - PWLTH - One,306412,3357  ,Care Homes with Nursing,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACROL AIR CONDITIONING CO LTD,5174976,05-Mar-14,Central Services - Other Operating Income and Expenditure ,  County Hall Running Costs (6250),295060,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,"10,165.15",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACROL AIR CONDITIONING CO LTD,5198003,19-Mar-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,261,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACROL AIR CONDITIONING CO LTD,5174975,05-Mar-14,Central Services - Other Operating Income and Expenditure ,  County Hall Running Costs (6250),295060,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,"-10,165.15",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACROL AIR CONDITIONING CO LTD,5174934,05-Mar-14,Cultural and Related Services ,  Ashington Leisure Centre,249570,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,"1,045.11",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACROL AIR CONDITIONING CO LTD,5174936,05-Mar-14,Education Services ,  Hexham Childrens Centre,9454,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,255,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACROL AIR CONDITIONING CO LTD,5174940,05-Mar-14,Cultural and Related Services ,  Haltwhistle County Library,252170,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,255.45,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACROL AIR CONDITIONING CO LTD,5174943,05-Mar-14,Central Services - Other Operating Income and Expenditure ,"  Council Offices, Bedlington - Running Costs",294960,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,377.63,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACROL AIR CONDITIONING CO LTD,5174948,05-Mar-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,401.25,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACROL AIR CONDITIONING CO LTD,5174951,05-Mar-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,252.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACROL AIR CONDITIONING CO LTD,5175000,05-Mar-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,297.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACROL AIR CONDITIONING CO LTD,5174957,05-Mar-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,425,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACROL AIR CONDITIONING CO LTD,5174961,05-Mar-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,450,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACROL AIR CONDITIONING CO LTD,5174965,05-Mar-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,272.46,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACROL AIR CONDITIONING CO LTD,5174969,05-Mar-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,338.25,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACROL AIR CONDITIONING CO LTD,5174971,05-Mar-14,Central Services - Other Operating Income and Expenditure ,  Property SLA Recharges - Woodhorn Trust,128035,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,989,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACROL AIR CONDITIONING CO LTD,5174973,05-Mar-14,Central Services - Other Operating Income & Expenditure,  Property SLA Recharges - Blyth CC,128042,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,684.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACROL AIR CONDITIONING CO LTD,5175057,05-Mar-14,Central Services - Other Operating Income and Expenditure ,  County Hall Running Costs (6250),295060,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,260,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACROL AIR CONDITIONING CO LTD,5197999,19-Mar-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,-261,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACROL AIR CONDITIONING CO LTD,5198060,19-Mar-14,Central Services - Other Operating Income and Expenditure ,  Statutory Compliance - Repairs & Maintenance,128006,1571  ,Water Hygiene,587.62,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5173303,04-Mar-14,Education Services ,  Funding for 3 and 4 Year Old Children,24018,3251  ,Other Contributions,"1,180.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5187096,12-Mar-14,Childrens Social Care ,  Client Relations,24006,2639  ,Professional Services,-290.93,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5183715,10-Mar-14,Childrens Social Care ,  Wansbeck FACT,16016,3361  ,Day Care,"1,464.25",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5183748,10-Mar-14,Childrens Social Care ,  Wansbeck FACT,16016,3361  ,Day Care,434.4,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5181931,27-Mar-14,Childrens Social Care ,  FACT Teams Disability,15006,3374  ,Block Contracts,"287,465.05",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5185172,27-Mar-14,Education Services ,  Tyne Valley Core Costs,9452,0850  ,Staff Training & Development,"1,820.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5199472,20-Mar-14,Childrens Social Care ,  FACT Teams Disability,15006,3361  ,Day Care,730,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5203025,20-Mar-14,Childrens Social Care ,  Wansbeck FACT,16016,3361  ,Day Care,"1,837.75",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5187094,12-Mar-14,Childrens Social Care ,  Client Relations,24006,2639  ,Professional Services,486.27,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5187111,12-Mar-14,Childrens Social Care ,  Client Relations,24006,2608  ,Advocacy,"2,832.32",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5187104,19-Mar-14,Childrens Social Care ,  Client Relations,24006,2608  ,Advocacy,389.06,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5187105,12-Mar-14,Childrens Social Care ,  Client Relations,24006,2608  ,Advocacy,"2,610.89",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR MARKET TOWNS,5194744,31-Mar-14,Central Services - Corporate and Democratic Core ,  Policy & Research Projects,100003,2639  ,Professional Services,"15,000.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR MARKET TOWNS,5198120,28-Mar-14,Highways and Transport Services ,  Local Growth Team,202300,3251  ,Other Contributions,504,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION GROUP,5193373,14-Mar-14,Housing General Fund ,  Adaptations,245060,7171  ,Admin Charge,-410,Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION GROUP,5193373,14-Mar-14,Fixed Asset Account,  Fixed Asset Account,990120,8433  ,CIP  - land and Buildings,"4,510.00",Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION GROUP,5199974,20-Mar-14,Housing General Fund ,  Adaptations,245060,7171  ,Admin Charge,-656.07,Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION GROUP,5199974,20-Mar-14,Fixed Asset Account,  Fixed Asset Account,990120,8433  ,CIP  - land and Buildings,"7,216.86",Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION GROUP,5199968,20-Mar-14,Housing General Fund ,  Adaptations,245060,7171  ,Admin Charge,-74.6,Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION GROUP,5199968,20-Mar-14,Fixed Asset Account,  Fixed Asset Account,990120,8433  ,CIP  - land and Buildings,820.55,Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION GROUP,5199918,20-Mar-14,Housing General Fund ,  Adaptations,245060,7171  ,Admin Charge,-330,Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION GROUP,5199918,20-Mar-14,Fixed Asset Account,  Fixed Asset Account,990120,8433  ,CIP  - land and Buildings,"3,630.00",Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION GROUP,5199780,20-Mar-14,Housing General Fund ,  Adaptations,245060,7171  ,Admin Charge,-100,Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION GROUP,5199780,20-Mar-14,Fixed Asset Account,  Fixed Asset Account,990120,8433  ,CIP  - land and Buildings,"1,100.00",Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION GROUP,5193292,14-Mar-14,Housing General Fund ,  Adaptations,245060,7171  ,Admin Charge,-448.09,Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION GROUP,5193292,14-Mar-14,Fixed Asset Account,  Fixed Asset Account,990120,8433  ,CIP  - land and Buildings,"4,928.97",Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAM DOUGLAS AND SON,5208067,25-Mar-14,Housing General Fund ,  Homelessness and Housing Options,246120,3251  ,Other Contributions,"5,000.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5173307,04-Mar-14,Highways and Transport Services ,  Supported Bus Services,204160,3180  ,Grants to Voluntary Bodies,263.16,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5173311,04-Mar-14,Highways and Transport Services ,  Supported Bus Services,204160,3180  ,Grants to Voluntary Bodies,263.16,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5183680,10-Mar-14,Adult Social Care,  CHC Packages,306420,3352  ,Other Independent Care,"1,880.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5183683,10-Mar-14,Adult Social Care ,  Block Contracts,303001,3374  ,Block Contracts,756.8,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5177690,06-Mar-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,585.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5177691,06-Mar-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,789.50",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5177692,06-Mar-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"2,459.25",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5177869,06-Mar-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"2,022.90",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5177872,06-Mar-14,Highways and Transport Services ,  SEN Transport,204190,2095  ,Pupils - Travel,"1,518.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5177934,06-Mar-14,Highways and Transport Services ,  SEN Transport,204190,2095  ,Pupils - Travel,"1,796.40",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5177938,06-Mar-14,Highways and Transport Services ,  SEN Transport,204190,2095  ,Pupils - Travel,"1,642.50",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5177943,06-Mar-14,Highways and Transport Services ,  SEN Transport,204190,2095  ,Pupils - Travel,"1,875.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5177947,11-Mar-14,Highways and Transport Services ,  Supported Bus Services,204160,2204  ,Support - rural bus routes,281.2,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5177958,11-Mar-14,Highways and Transport Services ,  Supported Bus Services,204160,2204  ,Support - rural bus routes,281.2,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5177961,11-Mar-14,Highways and Transport Services ,  Supported Bus Services,204160,2204  ,Support - rural bus routes,281.2,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5177963,06-Mar-14,Highways and Transport Services ,  Concessionary Travel,204140,2200  ,Concessions - payments to bus operator,270,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5177967,11-Mar-14,Highways and Transport Services ,  Supported Bus Services,204160,2204  ,Support - rural bus routes,"3,180.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5177973,17-Mar-14,Highways and Transport Services ,  Supported Bus Services,204160,3180  ,Grants to Voluntary Bodies,350.88,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5178001,12-Mar-14,Highways and Transport Services ,  Supported Bus Services,204160,3180  ,Grants to Voluntary Bodies,800.04,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5178006,17-Mar-14,Highways and Transport Services ,  Supported Bus Services,204160,3180  ,Grants to Voluntary Bodies,770,Expense
