"Supplier Payments, where a specific charge is £250 or greater.",,,,,,,,,,,
Period 1-Feb-14 to 28-Feb-14,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Authority,,Vendor Name,Invoice,Payment ,Service Responsible for Spend,Service,Cost,Subjective,Subjective,Amount Exc,Type
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACEDA LIMITED,5142033,19-Feb-14,Childrens Social Care ,  Kyloe House,17010,1506  ,Repair and Maintenance,"5,231.69",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACEDA LIMITED,5142035,19-Feb-14,Childrens Social Care ,  Kyloe House,17010,1506  ,Repair and Maintenance,"7,753.43",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5139520,06-Feb-14,Adult Social Care ,  Older PDI West - PWLTP - Two,306413,3357  ,Care Homes with Nursing,"3,329.57",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5130374,04-Feb-14,Adult Social Care ,  Older PDI West - PWLTH - One,306412,3359  ,Residential Care,"4,994.35",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5153065,17-Feb-14,Adult Social Care ,  Older PDI West - PWLTH - One,306412,3357  ,Care Homes with Nursing,"3,729.12",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5153065,17-Feb-14,Adult Social Care ,  Older PDI West - PWLTH - One,306412,3359  ,Residential Care,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5153065,17-Feb-14,Adult Social Care ,  Older PDI West - PWLTP - Two,306413,3359  ,Residential Care,932.28,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5153065,17-Feb-14,Adult Social Care ,  Older MH West - PWMH1,306414,3359  ,Residential Care,"3,749.88",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5153065,17-Feb-14,Adult Social Care,  CHC Packages,306420,3357  ,Care Homes with Nursing,"2,303.72",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5153065,17-Feb-14,Adult Social Care,  CHC Packages,306420,3359  ,Residential Care,932.28,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5153066,17-Feb-14,Adult Social Care ,  LD West - LW1H1,306154,3359  ,Residential Care,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5153066,17-Feb-14,Adult Social Care ,  Older PDI West - PWLTH - One,306412,3357  ,Care Homes with Nursing,"5,593.68",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5153066,17-Feb-14,Adult Social Care ,  Older PDI West - PWLTH - One,306412,3359  ,Residential Care,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5153066,17-Feb-14,Adult Social Care ,  Older MH West - PWMH1,306414,3357  ,Care Homes with Nursing,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5153066,17-Feb-14,Adult Social Care ,  Older MH West - PWMH1,306414,3359  ,Residential Care,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5153066,17-Feb-14,Adult Social Care,  CHC Packages,306420,3359  ,Residential Care,436,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5153067,17-Feb-14,Adult Social Care ,  Older PDI West - PWLTH - One,306412,3359  ,Residential Care,"3,729.12",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5153067,17-Feb-14,Adult Social Care ,  Older PDI West - PWLTP - Two,306413,3359  ,Residential Care,"3,729.12",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5153067,17-Feb-14,Adult Social Care ,  Older MH West - PWMH1,306414,3357  ,Care Homes with Nursing,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5153067,17-Feb-14,Adult Social Care ,  Older MH West - PWMH1,306414,3359  ,Residential Care,"3,749.88",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5153068,17-Feb-14,Adult Social Care ,  Older PDI West - PWLTH - One,306412,3357  ,Care Homes with Nursing,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5153068,17-Feb-14,Adult Social Care ,  Older PDI West - PWLTP - Two,306413,3357  ,Care Homes with Nursing,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5153068,17-Feb-14,Adult Social Care ,  Older MH West - PWMH1,306414,3357  ,Care Homes with Nursing,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5153068,17-Feb-14,Adult Social Care ,  Older MH West - PWMH1,306414,3359  ,Residential Care,"9,069.18",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5153069,17-Feb-14,Adult Social Care,  CHC Packages,306420,3357  ,Care Homes with Nursing,"4,690.32",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5153070,17-Feb-14,Adult Social Care,  CHC Packages,306420,3357  ,Care Homes with Nursing,"2,303.72",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACROL AIR CONDITIONING CO LTD,5149516,14-Feb-14,Central Services - Other Operating Income and Expenditure ,"  Repairs, Maintenance and Contractors Berwick - Running Costs",294957,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,468,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACROL AIR CONDITIONING CO LTD,5149515,14-Feb-14,Central Services - Other Operating Income and Expenditure ,  Council Depot Northumberland Road Berwick - Running Costs,294955,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,250,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5151270,14-Feb-14,Education Services ,  Funding for 3 and 4 Year Old Children,24018,3251  ,Other Contributions,"3,495.50",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5151370,14-Feb-14,Education Services ,  Free Early Learning and Childcare (2Year Olds) Grant,24022,3251  ,Other Contributions,"5,791.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5151440,14-Feb-14,Education Services ,  Free Early Learning and Childcare (2Year Olds) Grant,24022,3251  ,Other Contributions,"2,790.50",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5151380,14-Feb-14,Education Services ,  Free Early Learning and Childcare (2Year Olds) Grant,24022,3251  ,Other Contributions,"7,441.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5151466,14-Feb-14,Education Services ,  Free Early Learning and Childcare (2Year Olds) Grant,24022,3251  ,Other Contributions,"15,140.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5144994,12-Feb-14,Childrens Social Care ,  Cramlington & Seaton Valley FACT,16012,3361  ,Day Care,325.8,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5142121,11-Feb-14,Childrens Social Care ,  Wansbeck FACT,16016,4105  ,S17/ Prevention Childcare Costs,536.86,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION GROUP,5154611,19-Feb-14,Housing General Fund ,  Adaptations,245060,7171  ,Admin Charge,-311.46,Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION GROUP,5154611,19-Feb-14,Fixed Asset Account,  Fixed Asset Account,990120,8433  ,CIP  - land and Buildings,"3,426.09",Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION GROUP,5154604,19-Feb-14,Housing General Fund ,  Adaptations,245060,7171  ,Admin Charge,-318.62,Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION GROUP,5154604,19-Feb-14,Fixed Asset Account,  Fixed Asset Account,990120,8433  ,CIP  - land and Buildings,"3,504.80",Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION GROUP,5154618,19-Feb-14,Housing General Fund ,  Adaptations,245060,7171  ,Admin Charge,-50.9,Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION GROUP,5154618,19-Feb-14,Fixed Asset Account,  Fixed Asset Account,990120,8433  ,CIP  - land and Buildings,559.92,Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTIVE ARK,5143895,24-Feb-14,Childrens Social Care ,  Out Of County Placements,16020,3355  ,Out Of County Residential Placements,"1,935.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAMS HETHERINGTON SOLICITORS,5149767,14-Feb-14,Childrens Social Care ,  Wansbeck FACT,16016,4105  ,S17/ Prevention Childcare Costs,450,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5162632,24-Feb-14,Adult Social Care ,  Block Contracts,303001,3374  ,Block Contracts,"2,441.55",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5162634,24-Feb-14,Adult Social Care ,  Block Contracts,303001,3374  ,Block Contracts,"1,125.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5162636,24-Feb-14,Adult Social Care ,  Block Contracts,303001,3374  ,Block Contracts,950,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5152958,17-Feb-14,Adult Social Care,  CHC Packages,306420,3352  ,Other Independent Care,"1,730.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5162637,24-Feb-14,Adult Social Care ,  Block Contracts,303001,3374  ,Block Contracts,950,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5162639,24-Feb-14,Adult Social Care ,  Block Contracts,303001,3374  ,Block Contracts,"1,175.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5141898,11-Feb-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,756.50",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5141899,10-Feb-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"2,266.70",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5141900,12-Feb-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"3,115.05",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5141902,10-Feb-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"2,562.34",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5141904,10-Feb-14,Highways and Transport Services ,  SEN Transport,204190,2095  ,Pupils - Travel,"1,922.80",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5141906,10-Feb-14,Highways and Transport Services ,  SEN Transport,204190,2095  ,Pupils - Travel,"2,275.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5141916,10-Feb-14,Highways and Transport Services ,  SEN Transport,204190,2095  ,Pupils - Travel,"2,080.50",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5139400,07-Feb-14,Adult Social Care,  CHC Packages,306420,3352  ,Other Independent Care,"2,050.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5139404,07-Feb-14,Adult Social Care ,  Block Contracts,303001,3374  ,Block Contracts,522.4,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5139406,07-Feb-14,Adult Social Care ,  Block Contracts,303001,3374  ,Block Contracts,259.2,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5141918,10-Feb-14,Highways and Transport Services ,  SEN Transport,204190,2095  ,Pupils - Travel,"2,375.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5141928,20-Feb-14,Highways and Transport Services ,  Supported Bus Services,204160,2204  ,Support - rural bus routes,281.2,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5141929,20-Feb-14,Highways and Transport Services ,  Supported Bus Services,204160,2204  ,Support - rural bus routes,281.2,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5141931,20-Feb-14,Highways and Transport Services ,  Supported Bus Services,204160,2204  ,Support - rural bus routes,281.2,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5141942,20-Feb-14,Highways and Transport Services ,  Concessionary Travel,204140,2200  ,Concessions - payments to bus operator,360,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5141946,20-Feb-14,Highways and Transport Services ,  Supported Bus Services,204160,2204  ,Support - rural bus routes,"3,528.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5163226,21-Feb-14,Highways and Transport Services ,  Supported Bus Services,204160,3180  ,Grants to Voluntary Bodies,733.37,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5163227,21-Feb-14,Highways and Transport Services ,  Supported Bus Services,204160,3180  ,Grants to Voluntary Bodies,933.38,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5153027,17-Feb-14,Adult Social Care,  CHC Packages,306420,3352  ,Other Independent Care,-320,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADASS,5134723,06-Feb-14,Adult Social Care ,  Senior Management Team,300400,0850  ,Staff Training & Development,495,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADIEMUS CARE LIMITED,5165187,25-Feb-14,Adult Social Care ,  Older MH West - PWMH1,306414,3357  ,Care Homes with Nursing,"1,747.71",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5152538,17-Feb-14,Housing General Fund ,  Head of Housing,245035,1506  ,Repair and Maintenance,"3,106.91",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5170037,28-Feb-14,Fixed Asset Account,  Fixed Asset Account,990120,8433  ,CIP  - land and Buildings,714.08,Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5134992,06-Feb-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,358.88",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5134994,07-Feb-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"2,835.60",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5134995,06-Feb-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,916.20",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5134998,06-Feb-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,800,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5134999,06-Feb-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,980,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5135000,06-Feb-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,121.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5135001,07-Feb-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"2,667.40",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5135002,06-Feb-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,121.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AEBI SCHMIDT UK LIMITED,5142421,11-Feb-14,Fixed Asset Account,  Fixed Asset Account,990120,8434  ,CIP  - Plant and Equipment,"21,708.00",Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AEBI SCHMIDT UK LIMITED,5162483,21-Feb-14,Highways and Transport Services ,  Hexham Burn Lane Workshop,205270,2012  ,Vehicle Repairs and maintenance,582.88,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AECOM LTD,5153300,17-Feb-14,Fixed Asset Account,  Fixed Asset Account,990120,8432  ,CIP  - Infrastructure,"6,409.64",Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AECOM LTD,5167460,27-Feb-14,Fixed Asset Account,  Fixed Asset Account,990120,8432  ,CIP  - Infrastructure,"8,809.35",Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AECOM LTD,5167777,27-Feb-14,Fixed Asset Account,  Fixed Asset Account,990120,8432  ,CIP  - Infrastructure,750,Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AESICA PHARMACEUTICALS LIMITED,5142148,11-Feb-14,Regional Growth Fund,  Regional Growth Fund,991220,8743  ,Partnership Development Projects,922.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5156155,19-Feb-14,Adult Social Care ,  LD North - LN1A1,306152,3361  ,Day Care,82,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5156155,19-Feb-14,Adult Social Care ,  Older PDI Central - PCLB1 - Two,306401,3361  ,Day Care,"1,127.50",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5156155,19-Feb-14,Adult Social Care ,  Older MH Central - PCMM1- Two,306404,3361  ,Day Care,164,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5156155,19-Feb-14,Adult Social Care ,  Older Pdi North - PNLTA,306405,3361  ,Day Care,"1,824.50",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5156155,19-Feb-14,Adult Social Care ,  Older MH North - PNMB1 - Two,306408,3361  ,Day Care,369,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5156155,19-Feb-14,Adult Social Care ,  Older PDI South - PSLTB - One,306409,3361  ,Day Care,164,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5156155,19-Feb-14,Adult Social Care ,  Older PDI South - PSLTC - Two,306410,3361  ,Day Care,246,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5156155,19-Feb-14,Adult Social Care ,  Older MH South - PSMB1,306411,3361  ,Day Care,"2,070.50",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5156156,19-Feb-14,Adult Social Care ,  LD Central - LC1M1 - One,306150,3360  ,Homecare,156.26,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5156156,19-Feb-14,Adult Social Care ,  Older PDI Central - PCLB1 - Two,306401,3360  ,Homecare,"3,710.21",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5156156,19-Feb-14,Adult Social Care ,  Older PDI Central - PCLA1,306402,3360  ,Homecare,"3,729.54",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5156156,19-Feb-14,Adult Social Care ,  Older MH Central - PCMM1- Two,306404,3360  ,Homecare,"2,178.84",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5156156,19-Feb-14,Adult Social Care ,  Older Pdi North - PNLTA,306405,3360  ,Homecare,"2,609.06",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5156156,19-Feb-14,Adult Social Care ,  Older MH North - PNMB1 - Two,306408,3360  ,Homecare,371.86,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5156156,19-Feb-14,Adult Social Care ,  Older PDI South - PSLTC - Two,306410,3360  ,Homecare,132.24,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5156156,19-Feb-14,Adult Social Care ,  Older PDI West - PWLTP - Two,306413,3360  ,Homecare,174.39,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5156156,19-Feb-14,Adult Social Care,  CHC Packages,306420,3360  ,Homecare,"6,087.38",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5139395,06-Feb-14,Adult Social Care ,  Main Supporting People Grant,303301,3251  ,Other Contributions,"3,748.38",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5131461,05-Feb-14,Adult Social Care ,  LD Central - LC1M1 - One,306150,3360  ,Homecare,"2,052.42",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5131461,05-Feb-14,Adult Social Care ,  LD North - LN1A1,306152,3360  ,Homecare,441.21,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5131461,05-Feb-14,Adult Social Care ,  LD South - LS1B1,306153,3360  ,Homecare,213.63,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5131461,05-Feb-14,Adult Social Care ,  Older PDI Central - PCLB1 - Two,306401,3360  ,Homecare,"6,432.94",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5131461,05-Feb-14,Adult Social Care ,  Older PDI Central - PCLA1,306402,3360  ,Homecare,"13,322.98",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5131461,05-Feb-14,Adult Social Care ,  Older MH Central - PCMM1- Two,306404,3360  ,Homecare,"7,837.24",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5131461,05-Feb-14,Adult Social Care ,  Older Pdi North - PNLTA,306405,3360  ,Homecare,"15,115.39",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5131461,05-Feb-14,Adult Social Care ,  Older Pdi North - PNLTB,306406,3360  ,Homecare,233.59,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5131461,05-Feb-14,Adult Social Care ,  Older MH North - PNMB1 - Two,306408,3360  ,Homecare,"4,581.34",Expense
