smcveig,,,,,,,,,,,
Period 1-Apr-14 to 30-Apr-14,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Authority,,Vendor Name,Invoice,Payment ,Service Responsible for Spend,Service,Cost,Subjective,Subjective,Amount Exc,Type
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5243778,16-Apr-14,Adult Social Care ,  Older PDI West - PWLTH - One,306412,3359  ,Residential Care,"1,731.38",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5243778,16-Apr-14,Adult Social Care ,  Older PDI West - PWLTP - Two,306413,3359  ,Residential Care,"1,731.38",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5243778,16-Apr-14,Adult Social Care ,  Older MH West - PWMH1,306414,3357  ,Care Homes with Nursing,865.69,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5243778,16-Apr-14,Adult Social Care ,  Older MH West - PWMH1,306414,3359  ,Residential Care,"2,616.35",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5243778,16-Apr-14,Adult Social Care,  F.N.C.,306421,3357  ,Care Homes with Nursing,205.94,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5243779,16-Apr-14,Adult Social Care ,  Older PDI West - PWLTH - One,306412,3357  ,Care Homes with Nursing,865.69,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5243779,16-Apr-14,Adult Social Care ,  Older PDI West - PWLTP - Two,306413,3357  ,Care Homes with Nursing,865.69,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5243779,16-Apr-14,Adult Social Care ,  Older MH West - PWMH1,306414,3357  ,Care Homes with Nursing,865.69,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5243779,16-Apr-14,Adult Social Care ,  Older MH West - PWMH1,306414,3359  ,Residential Care,"2,616.35",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5243779,16-Apr-14,Adult Social Care,  F.N.C.,306421,3357  ,Care Homes with Nursing,617.82,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5243780,16-Apr-14,Adult Social Care,  CHC Packages,306420,3357  ,Care Homes with Nursing,"1,669.38",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5243782,16-Apr-14,Adult Social Care,  CHC Packages,306420,3357  ,Care Homes with Nursing,"1,071.63",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5243782,16-Apr-14,Adult Social Care,  F.N.C.,306421,3357  ,Care Homes with Nursing,"1,029.70",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5243776,16-Apr-14,Adult Social Care ,  LD West - LW1H1,306154,3359  ,Residential Care,865.69,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5243776,16-Apr-14,Adult Social Care ,  Older PDI West - PWLTH - One,306412,3357  ,Care Homes with Nursing,"3,462.76",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5243776,16-Apr-14,Adult Social Care ,  Older PDI West - PWLTH - One,306412,3359  ,Residential Care,865.69,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5243776,16-Apr-14,Adult Social Care ,  Older MH West - PWMH1,306414,3357  ,Care Homes with Nursing,865.69,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5243776,16-Apr-14,Adult Social Care ,  Older MH West - PWMH1,306414,3359  ,Residential Care,865.69,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5243776,16-Apr-14,Adult Social Care,  F.N.C.,306421,3357  ,Care Homes with Nursing,"1,235.64",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5226470,04-Apr-14,Adult Social Care ,  Older MH West - PWMH1,306414,3359  ,Residential Care,"4,039.97",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACROL AIR CONDITIONING CO LTD,5228578,08-Apr-14,Central Services - Other Operating Income and Expenditure ,"  Council Offices, Bedlington - Running Costs",294960,1502  ,Building Maintenance - Structural - Unplanned - Centrally Funded,356.34,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR BLIND PEOPLE,5246386,24-Apr-14,Adult Social Care ,  Care Management Pdi Older - Countywide,306355,0670  ,Agency Staff,"4,000.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5253536,29-Apr-14,Education Services ,  Free Early Learning and Childcare (2Year Olds) Grant,24022,3251  ,Other Contributions,"2,253.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5216670,23-Apr-14,Childrens Social Care ,  Family Placement Service,17012,0850  ,Staff Training & Development,110,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5216670,23-Apr-14,Childrens Social Care ,  Family Placement Service,17012,1551  ,Casual hire of facilities,204,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5239967,16-Apr-14,Childrens Social Care ,  Wansbeck FACT,16016,3361  ,Day Care,"1,986.60",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5230503,28-Apr-14,Education Services ,  Education Provided Other Than At School,14000,2639  ,Professional Services,"3,426.18",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5228006,28-Apr-14,Childrens Social Care ,  Out Of County Placements,16020,3355  ,Out Of County Residential Placements,"8,821.32",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5228007,28-Apr-14,Childrens Social Care ,  Out Of County Placements,16020,3355  ,Out Of County Residential Placements,"68,761.14",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5252630,28-Apr-14,Childrens Social Care ,"  Administration - Chad House, Hexham",16505,1550  ,Rents and Leases,"3,000.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5229873,28-Apr-14,Childrens Social Care ,  FACT Teams Disability,15006,3361  ,Day Care,"2,175.29",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5245144,28-Apr-14,Childrens Social Care ,  Client Relations,24006,2608  ,Advocacy,"1,886.38",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5245145,28-Apr-14,Childrens Social Care ,  Client Relations,24006,2639  ,Professional Services,"1,144.42",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5245146,28-Apr-14,Childrens Social Care ,  Client Relations,24006,2639  ,Professional Services,"1,089.75",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION GROUP,5234012,10-Apr-14,Housing General Fund ,  Adaptations,245060,7171  ,Admin Charge,-29.2,Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION GROUP,5234012,10-Apr-14,Fixed Asset Account,  Fixed Asset Account,990120,8433  ,CIP  - land and Buildings,644.2,Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION GROUP,5246138,23-Apr-14,Housing General Fund ,  Adaptations,245060,7171  ,Admin Charge,-306.05,Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION GROUP,5246138,23-Apr-14,Fixed Asset Account,  Fixed Asset Account,990120,8433  ,CIP  - land and Buildings,"3,366.50",Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5236200,14-Apr-14,Education Services ,  Central Services,12033,3251  ,Other Contributions,"1,500.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5236199,14-Apr-14,Education Services ,  Central Services,12033,3251  ,Other Contributions,"1,500.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5225199,04-Apr-14,Adult Social Care ,  Block Contracts,303001,3374  ,Block Contracts,"1,300.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5244847,22-Apr-14,Adult Social Care ,  Local Healthwatch,303053,3374  ,Block Contracts,"78,500.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5227592,14-Apr-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"2,459.10",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5227579,07-Apr-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"2,505.30",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5227580,07-Apr-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"3,442.95",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5227581,07-Apr-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"2,832.06",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5227583,07-Apr-14,Highways and Transport Services ,  SEN Transport,204190,2095  ,Pupils - Travel,"2,125.20",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5227584,07-Apr-14,Highways and Transport Services ,  SEN Transport,204190,2095  ,Pupils - Travel,"2,514.96",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5227585,07-Apr-14,Highways and Transport Services ,  SEN Transport,204190,2095  ,Pupils - Travel,"2,299.50",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5228817,08-Apr-14,Adult Social Care,  CHC Packages,306420,3352  ,Other Independent Care,"2,030.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5228819,08-Apr-14,Adult Social Care ,  Block Contracts,303001,3374  ,Block Contracts,550.4,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5227586,07-Apr-14,Highways and Transport Services ,  SEN Transport,204190,2095  ,Pupils - Travel,"2,625.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5228629,08-Apr-14,Highways and Transport Services ,  Supported Bus Services,204160,2204  ,Support - rural bus routes,281.2,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5228632,08-Apr-14,Highways and Transport Services ,  Supported Bus Services,204160,2204  ,Support - rural bus routes,281.2,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5228613,08-Apr-14,Highways and Transport Services ,  Supported Bus Services,204160,2204  ,Support - rural bus routes,281.2,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5228562,14-Apr-14,Highways and Transport Services ,  Concessionary Travel,204140,2200  ,Concessions - payments to bus operator,360,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5227593,07-Apr-14,Highways and Transport Services ,  Supported Bus Services,204160,2204  ,Support - rural bus routes,"3,349.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5228564,08-Apr-14,Highways and Transport Services ,  Supported Bus Services,204160,3180  ,Grants to Voluntary Bodies,350.88,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5228565,08-Apr-14,Highways and Transport Services ,  Supported Bus Services,204160,3180  ,Grants to Voluntary Bodies,610.22,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5228566,08-Apr-14,Highways and Transport Services ,  Supported Bus Services,204160,3180  ,Grants to Voluntary Bodies,880,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5229803,09-Apr-14,Highways and Transport Services ,  Supported Bus Services,204160,3180  ,Grants to Voluntary Bodies,866.71,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5246314,24-Apr-14,Adult Social Care ,  Local Healthwatch,303053,0670  ,Agency Staff,"11,000.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5229806,09-Apr-14,Highways and Transport Services ,  Supported Bus Services,204160,3180  ,Grants to Voluntary Bodies,-610.22,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADARE INSPIRED COMMUNICATIONS,5240060,16-Apr-14,Central Services - Central Services to the Public ,  European Elections,118004,2750  ,Postage & Carriage,"57,234.04",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADCS,5228606,08-Apr-14,Education Services ,  Director Child Services,24001,0850  ,Staff Training & Development,780,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADOPTION UK,5215705,03-Apr-14,Childrens Social Care ,  Administration - Blyth DO,16504,2639  ,Professional Services,550,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADOPTION UK,5215700,03-Apr-14,Childrens Social Care ,  Administration - Blyth DO,16504,2639  ,Professional Services,435,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADOPTION UK,5215704,03-Apr-14,Childrens Social Care ,  Administration - Blyth DO,16504,2639  ,Professional Services,435,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADOPTION UK,5216193,02-Apr-14,Childrens Social Care ,  Wansbeck FACT,16016,4103  ,Other Placement Costs,"1,245.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADOPTION UK,5245149,23-Apr-14,Childrens Social Care ,  Wansbeck FACT,16016,4103  ,Other Placement Costs,550,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5255260,30-Apr-14,Fire and Rescue Services ,  Fire & Rescue Services Admin Centre,30100,1502  ,Building Maintenance - Structural - Unplanned - Centrally Funded,277,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5252294,28-Apr-14,Central Services - Other Operating Income and Expenditure ,  Council Offices Berwick - Running Costs,294954,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,257.75,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5244189,17-Apr-14,Central Services - Other Operating Income and Expenditure ,  Statutory Compliance - Repairs & Maintenance,128006,1571  ,Water Hygiene,942.06,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5225562,04-Apr-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,501.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5225574,04-Apr-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"2,835.60",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5229798,09-Apr-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,760.01",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5225576,04-Apr-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,800,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5225579,04-Apr-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,029.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5225581,04-Apr-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,239.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5229801,09-Apr-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"2,667.40",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5225582,04-Apr-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,239.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED WORKSHOPS LIMITED,5234337,22-Apr-14,Environmental and Regulatory Services ,  Hexham Depot - Depot Running Costs,225510,1506  ,Repair and Maintenance,672.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVENTURE ACTIVITIES LICENSING AUTHORITY,5252812,28-Apr-14,Central Services - Other Operating Income and Expenditure ,  Corporate Health & Safety Team,112001,2602  ,Educational Learning Resources ( Not ICT equipment),715,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AECOM LTD,5215709,23-Apr-14,Highways and Transport Services ,  Highways Network Management,202100,2620  ,"Professional, Consultancy & Hired Services","8,273.16",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AECOM LTD,5217870,01-Apr-14,Fixed Asset Account,  Fixed Asset Account,990120,8432  ,CIP  - Infrastructure,"2,272.00",Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AECOM LTD,5224904,04-Apr-14,Fixed Asset Account,  Fixed Asset Account,990120,8432  ,CIP  - Infrastructure,"21,682.00",Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5236466,15-Apr-14,Adult Social Care ,  LD North - LN1A1,306152,3361  ,Day Care,82,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5236466,15-Apr-14,Adult Social Care ,  Older PDI Central - PCLB1 - Two,306401,3361  ,Day Care,"1,373.50",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5236466,15-Apr-14,Adult Social Care ,  Older MH Central - PCMM1- Two,306404,3361  ,Day Care,184.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5236466,15-Apr-14,Adult Social Care ,  Older Pdi North - PNLTA,306405,3361  ,Day Care,"1,722.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5236466,15-Apr-14,Adult Social Care ,  Older MH North - PNMB1 - Two,306408,3361  ,Day Care,594.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5236466,15-Apr-14,Adult Social Care ,  Older PDI South - PSLTC - Two,306410,3361  ,Day Care,512.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5236466,15-Apr-14,Adult Social Care ,  Older MH South - PSMB1,306411,3361  ,Day Care,"2,378.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5246345,24-Apr-14,Adult Social Care ,  LD Central - LC1M1 - One,306150,3360  ,Homecare,433.04,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5246345,24-Apr-14,Adult Social Care ,  Older PDI Central - PCLB1 - Two,306401,3360  ,Homecare,287.2,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5246345,24-Apr-14,Adult Social Care ,  Older PDI Central - PCLA1,306402,3360  ,Homecare,"1,418.97",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5246345,24-Apr-14,Adult Social Care ,  Older MH Central - PCMM1- Two,306404,3360  ,Homecare,598.9,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5246345,24-Apr-14,Adult Social Care ,  Older Pdi North - PNLTA,306405,3360  ,Homecare,844.88,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5246345,24-Apr-14,Adult Social Care ,  Older Pdi North - PNLTB,306406,3360  ,Homecare,19.67,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5246345,24-Apr-14,Adult Social Care ,  Older MH North - PNMB1 - Two,306408,3360  ,Homecare,435.06,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5246345,24-Apr-14,Adult Social Care ,  Older MH South - PSMB1,306411,3360  ,Homecare,8.7,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5246345,24-Apr-14,Adult Social Care ,  Older PDI West - PWLTP - Two,306413,3360  ,Homecare,27.74,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5246345,24-Apr-14,Adult Social Care ,  Older MH West - PWMH1,306414,3360  ,Homecare,31.7,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5246345,24-Apr-14,Adult Social Care,  CHC Packages,306420,3360  ,Homecare,717.97,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5218193,02-Apr-14,Adult Social Care ,  LD North - LN1A1,306152,3360  ,Homecare,84.14,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5218193,02-Apr-14,Adult Social Care ,  Older PDI Central - PCLB1 - Two,306401,3360  ,Homecare,33.4,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5218193,02-Apr-14,Adult Social Care ,  Older PDI Central - PCLA1,306402,3360  ,Homecare,213.98,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5218193,02-Apr-14,Adult Social Care ,  Older MH Central - PCMM1- Two,306404,3360  ,Homecare,187.04,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5218193,02-Apr-14,Adult Social Care ,  Older Pdi North - PNLTA,306405,3360  ,Homecare,669.94,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5218193,02-Apr-14,Adult Social Care ,  Older MH North - PNMB1 - Two,306408,3360  ,Homecare,306.31,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5218193,02-Apr-14,Adult Social Care,  CHC Packages,306420,3360  ,Homecare,721.36,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5229414,08-Apr-14,Adult Social Care ,  Main Supporting People Grant,303301,3251  ,Other Contributions,"3,748.34",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5252672,28-Apr-14,Adult Social Care ,  LD Central - LC1M1 - One,306150,3360  ,Homecare,"2,199.15",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,5252672,28-Apr-14,Adult Social Care ,  LD North - LN1A1,306152,3360  ,Homecare,441.21,Expense
