"Supplier Payments, where a specific charge is £250 or greater.",,,,,,,,,,,
Period 1-Aug-14 to 31-Aug-14,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Authority,,Vendor Name,Invoice,Payment ,Service Responsible for Spend,Service,Cost,Subjective,Subjective,Amount Exc,Type
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,22309,13-Aug-14,Adult Social Care,  LD West - LW1H1,306154,167007  ,Residential Care,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,22309,13-Aug-14,Adult Social Care,  Older PDI West - PWLTH - One,306412,167006  ,Care Homes with Nursing,"7,458.24",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,22309,13-Aug-14,Adult Social Care,  Older PDI West - PWLTH - One,306412,167007  ,Residential Care,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,22309,13-Aug-14,Adult Social Care,  Older MH West - PWMH1,306414,167006  ,Care Homes with Nursing,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,22309,13-Aug-14,Adult Social Care,  Older MH West - PWMH1,306414,167007  ,Residential Care,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,22309,13-Aug-14,Adult Social Care,  F.N.C.,306421,167006  ,Care Homes with Nursing,"2,217.80",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,22309,13-Aug-14,Personnel Allow Payments,  Personnel Allow Payments,990345,500190  ,Personal Allowances Dr,95.6,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,22310,13-Aug-14,Adult Social Care,  Older PDI West - PWLTH - One,306412,167007  ,Residential Care,"3,729.12",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,22310,13-Aug-14,Adult Social Care,  Older PDI West - PWLTP - Two,306413,167007  ,Residential Care,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,22310,13-Aug-14,Adult Social Care,  Older MH West - PWMH1,306414,167006  ,Care Homes with Nursing,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,22310,13-Aug-14,Adult Social Care,  Older MH West - PWMH1,306414,167007  ,Residential Care,"5,635.20",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,22310,13-Aug-14,Adult Social Care,  F.N.C.,306421,167006  ,Care Homes with Nursing,443.56,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,22311,13-Aug-14,Adult Social Care,  Older PDI West - PWLTH - One,306412,167006  ,Care Homes with Nursing,732.51,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,22311,13-Aug-14,Adult Social Care,  F.N.C.,306421,167006  ,Care Homes with Nursing,174.26,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,22312,13-Aug-14,Adult Social Care,  Older PDI West - PWLTP - Two,306413,167006  ,Care Homes with Nursing,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,22312,13-Aug-14,Adult Social Care,  Older MH West - PWMH1,306414,167006  ,Care Homes with Nursing,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,22312,13-Aug-14,Adult Social Care,  Older MH West - PWMH1,306414,167007  ,Residential Care,"5,635.20",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,22312,13-Aug-14,Adult Social Care,  CHC Packages,306420,167006  ,Care Homes with Nursing,"3,709.47",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,22312,13-Aug-14,Adult Social Care,  F.N.C.,306421,167006  ,Care Homes with Nursing,887.12,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,22313,13-Aug-14,Adult Social Care,  CHC Packages,306420,167006  ,Care Homes with Nursing,"2,308.12",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,22313,13-Aug-14,Adult Social Care,  F.N.C.,306421,167006  ,Care Homes with Nursing,"3,025.71",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,22307,13-Aug-14,Adult Social Care,  Older PDI West - PWLTH - One,306412,167006  ,Care Homes with Nursing,332.96,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,22307,13-Aug-14,Adult Social Care,  F.N.C.,306421,167006  ,Care Homes with Nursing,79.21,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACROL AIR CONDITIONING CO LTD,31333,26-Aug-14,Central Services,  Allerburn House - Alnwick - Running Costs,294921,110001  ,Building Maintenance - Structural - Unplanned,650,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION GROUP,48553,29-Aug-14,Housing Services,  Adaptations,245060,320064  ,Admin Charge,-525.85,Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION GROUP,48553,29-Aug-14,Fixed Asset Account,  Fixed Asset Account,990120,500133  ,CIP - land and Buildings,"5,784.30",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,35163,21-Aug-14,Adult Social Care,  Block Contracts,303001,167012  ,Block Contracts,"1,075.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,35168,21-Aug-14,Adult Social Care,  Block Contracts,303001,167012  ,Block Contracts,825,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,32851,19-Aug-14,N/A,  11i receipt accrual balance,991653,500215  ,Manual Receipt Accruals,666.45,Liability
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,35172,21-Aug-14,Adult Social Care,  Block Contracts,303001,167012  ,Block Contracts,"1,350.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,21083,12-Aug-14,N/A,  11i receipt accrual balance,991653,500215  ,Manual Receipt Accruals,"1,100.00",Liability
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,21151,12-Aug-14,N/A,  11i receipt accrual balance,991653,500215  ,Manual Receipt Accruals,"1,670.20",Liability
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,25542,14-Aug-14,N/A,  11i receipt accrual balance,991653,500215  ,Manual Receipt Accruals,"2,131.35",Liability
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,21150,12-Aug-14,N/A,  11i receipt accrual balance,991653,500215  ,Manual Receipt Accruals,"3,627.00",Liability
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,21078,12-Aug-14,N/A,  11i receipt accrual balance,991653,500215  ,Manual Receipt Accruals,"1,814.96",Liability
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,21079,12-Aug-14,N/A,  11i receipt accrual balance,991653,500215  ,Manual Receipt Accruals,"1,676.64",Liability
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,21081,12-Aug-14,N/A,  11i receipt accrual balance,991653,500215  ,Manual Receipt Accruals,"1,533.00",Liability
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,21086,12-Aug-14,N/A,  11i receipt accrual balance,991653,500215  ,Manual Receipt Accruals,"1,750.00",Liability
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,21149,12-Aug-14,N/A,  11i receipt accrual balance,991653,500215  ,Manual Receipt Accruals,351.5,Liability
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,21146,12-Aug-14,N/A,  11i receipt accrual balance,991653,500215  ,Manual Receipt Accruals,351.5,Liability
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,21148,12-Aug-14,N/A,  11i receipt accrual balance,991653,500215  ,Manual Receipt Accruals,351.5,Liability
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,21085,12-Aug-14,N/A,  11i receipt accrual balance,991653,500215  ,Manual Receipt Accruals,270,Liability
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,32837,19-Aug-14,Highways and Transport Services,  Supported Bus Services,204160,165000  ,Grants to Voluntary Bodies,-320,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,32843,19-Aug-14,N/A,  11i receipt accrual balance,991653,500215  ,Manual Receipt Accruals,360,Liability
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,32854,19-Aug-14,N/A,  11i receipt accrual balance,991653,500215  ,Manual Receipt Accruals,390,Liability
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,33078,19-Aug-14,Highways and Transport Services,  Supported Bus Services,204160,165000  ,Grants to Voluntary Bodies,320,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,47097,29-Aug-14,Adult Social Care,  Block Contracts,303001,167012  ,Block Contracts,"6,666.66",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,32852,19-Aug-14,N/A,  11i receipt accrual balance,991653,500215  ,Manual Receipt Accruals,-666.45,Liability
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADARE INSPIRED COMMUNICATIONS,34983,20-Aug-14,Central Services,  Electoral Registration,118001,143000  ,Printing & Stationery,"1,755.51",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADARE INSPIRED COMMUNICATIONS,34982,20-Aug-14,Central Services,  Electoral Registration,118001,143000  ,Printing & Stationery,"6,906.80",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADMEC,41518,26-Aug-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,"1,136.35",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADMEC,41344,26-Aug-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,"1,663.65",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADMEC,41521,26-Aug-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,285.65,Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADMEC,41520,26-Aug-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,"1,644.38",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADMEC,41523,26-Aug-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,"2,100.88",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADMEC,41519,26-Aug-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,"1,607.80",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADMEC,41524,26-Aug-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,"2,419.90",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADMEC,41346,26-Aug-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,"2,328.93",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADMEC,41366,26-Aug-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,"1,779.63",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADMEC,41368,26-Aug-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,"1,817.10",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADMEC,41371,26-Aug-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,"1,278.75",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADMEC,21848,27-Aug-14,Environmental and Regulatory Services,  NEAT Team West,217300,130000  ,Vehicle Purchases,468,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADOPTION UK,41112,26-Aug-14,Children's and Education Services,  Family Placement Service,17012,181001  ,Other Placement Costs,685.13,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADOPTION UK,41117,26-Aug-14,Children's and Education Services,  Family Placement Service,17012,181001  ,Other Placement Costs,685.13,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADOPTION UK,41113,26-Aug-14,Children's and Education Services,  Family Placement Service,17012,181001  ,Other Placement Costs,426.75,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,22197,13-Aug-14,N/A,  11i receipt accrual balance,991653,500215  ,Manual Receipt Accruals,520,Liability
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,22474,13-Aug-14,N/A,  11i receipt accrual balance,991653,500215  ,Manual Receipt Accruals,540,Liability
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AECOM LTD,27748,14-Aug-14,N/A,  11i receipt accrual balance,991653,500215  ,Manual Receipt Accruals,"5,656.14",Liability
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AESICA PHARMACEUTICALS LIMITED,11388,11-Aug-14,Regional Growth Fund,  Regional Growth Fund,991220,500098  ,Partnership Development Projects,"1,332.50",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,31120,19-Aug-14,Adult Social Care,  LD North - LN1A1,306152,167009  ,Day Care,102.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,31120,19-Aug-14,Adult Social Care,  Older PDI Central - PCLB1 - Two,306401,167009  ,Day Care,"1,148.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,31120,19-Aug-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167009  ,Day Care,184.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,31120,19-Aug-14,Adult Social Care,  Older Pdi North - PNLTA,306405,167009  ,Day Care,"1,496.50",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,31120,19-Aug-14,Adult Social Care,  Older MH North - PNMB1 - Two,306408,167009  ,Day Care,205,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,31120,19-Aug-14,Adult Social Care,  Older PDI South - PSLTB - One,306409,167009  ,Day Care,266.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,31120,19-Aug-14,Adult Social Care,  Older PDI South - PSLTC - Two,306410,167009  ,Day Care,471.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,31120,19-Aug-14,Adult Social Care,  Older MH South - PSMB1,306411,167009  ,Day Care,"2,193.50",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,31120,19-Aug-14,Adult Social Care,  CHC Packages,306420,167009  ,Day Care,102.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,46693,28-Aug-14,Adult Social Care,  Main Supporting People Grant,303301,166000  ,Other Contributions,"3,748.34",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,42199,27-Aug-14,Adult Social Care,  LD Central - LC1M1 - One,306150,167008  ,Homecare,"2,094.06",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,42199,27-Aug-14,Adult Social Care,  LD North - LN1A1,306152,167008  ,Homecare,333.08,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,42199,27-Aug-14,Adult Social Care,  LD South - LS1B1,306153,167008  ,Homecare,213.63,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,42199,27-Aug-14,Adult Social Care,  Older PDI Central - PCLB1 - Two,306401,167008  ,Homecare,"6,797.24",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,42199,27-Aug-14,Adult Social Care,  Older PDI Central - PCLA1,306402,167008  ,Homecare,"15,047.73",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,42199,27-Aug-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167008  ,Homecare,"8,941.43",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,42199,27-Aug-14,Adult Social Care,  Older Pdi North - PNLTA,306405,167008  ,Homecare,"13,521.18",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,42199,27-Aug-14,Adult Social Care,  Older Pdi North - PNLTB,306406,167008  ,Homecare,258.79,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,42199,27-Aug-14,Adult Social Care,  Older MH North - PNMB1 - Two,306408,167008  ,Homecare,"4,791.55",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,42199,27-Aug-14,Adult Social Care,  Older PDI South - PSLTC - Two,306410,167008  ,Homecare,111.22,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,42199,27-Aug-14,Adult Social Care,  Older MH South - PSMB1,306411,167008  ,Homecare,53.3,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,42199,27-Aug-14,Adult Social Care,  Older PDI West - PWLTP - Two,306413,167008  ,Homecare,654.14,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,42199,27-Aug-14,Adult Social Care,  Older MH West - PWMH1,306414,167008  ,Homecare,539.17,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,42199,27-Aug-14,Adult Social Care,  CHC Packages,306420,167008  ,Homecare,"10,629.78",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,11204,06-Aug-14,Adult Social Care,  LD Central - LC1M1 - One,306150,167008  ,Homecare,"2,094.06",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,11204,06-Aug-14,Adult Social Care,  LD North - LN1A1,306152,167008  ,Homecare,507.33,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,11204,06-Aug-14,Adult Social Care,  LD South - LS1B1,306153,167008  ,Homecare,213.63,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,11204,06-Aug-14,Adult Social Care,  Older PDI Central - PCLB1 - Two,306401,167008  ,Homecare,"7,429.85",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,11204,06-Aug-14,Adult Social Care,  Older PDI Central - PCLA1,306402,167008  ,Homecare,"15,258.08",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,11204,06-Aug-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167008  ,Homecare,"8,529.04",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,11204,06-Aug-14,Adult Social Care,  Older Pdi North - PNLTA,306405,167008  ,Homecare,"13,653.24",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,11204,06-Aug-14,Adult Social Care,  Older Pdi North - PNLTB,306406,167008  ,Homecare,258.79,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,11204,06-Aug-14,Adult Social Care,  Older MH North - PNMB1 - Two,306408,167008  ,Homecare,"4,349.91",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,11204,06-Aug-14,Adult Social Care,  Older MH South - PSMB1,306411,167008  ,Homecare,53.3,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,11204,06-Aug-14,Adult Social Care,  Older PDI West - PWLTH - One,306412,167008  ,Homecare,111.22,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,11204,06-Aug-14,Adult Social Care,  Older PDI West - PWLTP - Two,306413,167008  ,Homecare,654.14,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,11204,06-Aug-14,Adult Social Care,  Older MH West - PWMH1,306414,167008  ,Homecare,539.2,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,11204,06-Aug-14,Adult Social Care,  CHC Packages,306420,167008  ,Homecare,"9,337.12",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,20171,11-Aug-14,Adult Social Care,  LD Central - LC1M1 - One,306150,167008  ,Homecare,"2,097.96",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,20171,11-Aug-14,Adult Social Care,  LD North - LN1A1,306152,167008  ,Homecare,507.33,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,20171,11-Aug-14,Adult Social Care,  LD South - LS1B1,306153,167008  ,Homecare,213.63,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,20171,11-Aug-14,Adult Social Care,  Older PDI Central - PCLB1 - Two,306401,167008  ,Homecare,"6,868.91",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,20171,11-Aug-14,Adult Social Care,  Older PDI Central - PCLA1,306402,167008  ,Homecare,"16,114.45",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,20171,11-Aug-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167008  ,Homecare,"8,454.83",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,20171,11-Aug-14,Adult Social Care,  Older Pdi North - PNLTA,306405,167008  ,Homecare,"14,948.24",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,20171,11-Aug-14,Adult Social Care,  Older Pdi North - PNLTB,306406,167008  ,Homecare,258.79,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,20171,11-Aug-14,Adult Social Care,  Older MH North - PNMB1 - Two,306408,167008  ,Homecare,"4,143.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,20171,11-Aug-14,Adult Social Care,  Older PDI South - PSLTC - Two,306410,167008  ,Homecare,111.22,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AGE UK NORTHUMBERLAND,20171,11-Aug-14,Adult Social Care,  Older MH South - PSMB1,306411,167008  ,Homecare,53.3,Expense
