"Supplier Payments, where a specific charge is £250 or greater.",,,,,,,,,,,
Period 1-Jul-14 to 31-Jul-14,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Authority,,Vendor Name,Invoice,Payment ,Service Responsible for Spend,Service,Cost,Subjective,Subjective,Amount Exc,Type
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ABOUT ME CARE AND SUPPORT LTD,5358079,14-Jul-14,Adult Social Care ,  Older PDI South - PSLTC - Two,306410,3360  ,Homecare,"1,106.94",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ABOUT ME CARE AND SUPPORT LTD,5358083,14-Jul-14,Adult Social Care ,  Older PDI Central - PCLB1 - Two,306401,3360  ,Homecare,445.72,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ABRITAS LTD,5357026,10-Jul-14,Housing General Fund ,  Homefinder,246160,2705  ,Computer software - annual licence agreement,"38,109.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ABRITAS LTD,5359428,14-Jul-14,Housing General Fund ,  Homefinder,246160,2705  ,Computer software - annual licence agreement,"2,296.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AB AUTOS,5379377,28-Jul-14,Regional Growth Fund,  Regional Growth Fund,991220,8743  ,Partnership Development Projects,643.2,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACADEMY GEOMATICS LIMITED,5340840,18-Jul-14,Fixed Asset Account,  Fixed Asset Account,990120,8432  ,CIP  - Infrastructure,655,Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACADEMY GEOMATICS LIMITED,5381900,30-Jul-14,Fixed Asset Account,  Fixed Asset Account,990120,8432  ,CIP  - Infrastructure,"1,090.00",Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACE AND CENTRAL TAXIS,5348745,22-Jul-14,Central Services - Corporate and Democratic Core ,  Office Services,115002,2060  ,Vehicle hire,260.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5357264,10-Jul-14,Adult Social Care ,  Older PDI West - PWLTH - One,306412,3357  ,Care Homes with Nursing,"3,729.12",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5357264,10-Jul-14,Adult Social Care ,  Older PDI West - PWLTH - One,306412,3359  ,Residential Care,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5357264,10-Jul-14,Adult Social Care ,  Older MH West - PWMH1,306414,3359  ,Residential Care,"3,749.88",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5357264,10-Jul-14,Adult Social Care,  F.N.C.,306421,3357  ,Care Homes with Nursing,887.12,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5357265,10-Jul-14,Adult Social Care ,  LD West - LW1H1,306154,3359  ,Residential Care,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5357265,10-Jul-14,Adult Social Care ,  Older PDI West - PWLTH - One,306412,3357  ,Care Homes with Nursing,"7,458.24",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5357265,10-Jul-14,Adult Social Care ,  Older PDI West - PWLTH - One,306412,3359  ,Residential Care,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5357265,10-Jul-14,Adult Social Care ,  Older MH West - PWMH1,306414,3357  ,Care Homes with Nursing,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5357265,10-Jul-14,Adult Social Care ,  Older MH West - PWMH1,306414,3359  ,Residential Care,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5357265,10-Jul-14,Adult Social Care,  F.N.C.,306421,3357  ,Care Homes with Nursing,340.53,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5357266,10-Jul-14,Adult Social Care ,  Older PDI West - PWLTH - One,306412,3359  ,Residential Care,"3,729.12",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5357266,10-Jul-14,Adult Social Care ,  Older PDI West - PWLTP - Two,306413,3359  ,Residential Care,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5357266,10-Jul-14,Adult Social Care ,  Older MH West - PWMH1,306414,3357  ,Care Homes with Nursing,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5357266,10-Jul-14,Adult Social Care ,  Older MH West - PWMH1,306414,3359  ,Residential Care,"5,635.20",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5357266,10-Jul-14,Adult Social Care,  F.N.C.,306421,3357  ,Care Homes with Nursing,443.56,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5357267,10-Jul-14,Adult Social Care ,  Older PDI West - PWLTH - One,306412,3357  ,Care Homes with Nursing,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5357267,10-Jul-14,Adult Social Care ,  Older PDI West - PWLTP - Two,306413,3357  ,Care Homes with Nursing,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5357267,10-Jul-14,Adult Social Care ,  Older MH West - PWMH1,306414,3357  ,Care Homes with Nursing,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5357267,10-Jul-14,Adult Social Care ,  Older MH West - PWMH1,306414,3359  ,Residential Care,"5,635.20",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5357267,10-Jul-14,Adult Social Care,  CHC Packages,306420,3357  ,Care Homes with Nursing,"2,308.12",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5357267,10-Jul-14,Adult Social Care,  F.N.C.,306421,3357  ,Care Homes with Nursing,"1,330.68",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5357268,10-Jul-14,Adult Social Care,  CHC Packages,306420,3357  ,Care Homes with Nursing,"2,308.12",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5357268,10-Jul-14,Adult Social Care,  F.N.C.,306421,3357  ,Care Homes with Nursing,"2,661.36",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5367294,18-Jul-14,Adult Social Care,  F.N.C.,306421,3357  ,Care Homes with Nursing,"3,356.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5340846,02-Jul-14,Childrens Social Care ,  Family Placement Service,17012,4103  ,Other Placement Costs,"18,604.84",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5365761,18-Jul-14,Childrens Social Care ,  Family Placement Service,17012,4103  ,Other Placement Costs,750,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5365729,22-Jul-14,Childrens Social Care ,  Family Placement Service,17012,4103  ,Other Placement Costs,750,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5340130,22-Jul-14,Childrens Social Care ,  Out Of County Placements,16020,3355  ,Out Of County Residential Placements,"11,657.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5340133,22-Jul-14,Childrens Social Care ,  Out Of County Placements,16020,3355  ,Out Of County Residential Placements,"13,238.08",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5380658,29-Jul-14,Education Services ,  Ashington Sure Start,9302,3251  ,Other Contributions,"158,588.05",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5380658,29-Jul-14,Education Services ,  Newbiggin Childrens Centre,9304,3251  ,Other Contributions,"70,260.53",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5380658,29-Jul-14,Education Services ,  Bedlington Sure Start Local Programme,9410,3251  ,Other Contributions,"83,911.15",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5380658,29-Jul-14,Education Services ,  Choppington Sure Start Local Programme,9411,3251  ,Other Contributions,"38,944.41",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5380658,29-Jul-14,Education Services ,  Morpeth Childrens Centre,9412,3251  ,Other Contributions,"32,520.59",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5380658,29-Jul-14,Education Services ,  Pegswood Childrens Centre,9413,3251  ,Other Contributions,"17,264.02",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5357025,22-Jul-14,Childrens Social Care ,  Social Worker Staff Teams,16028,1550  ,Rents and Leases,"3,000.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5387096,31-Jul-14,Childrens Social Care ,  Out Of County Placements,16020,3355  ,Out Of County Residential Placements,"14,570.70",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5372825,25-Jul-14,Education Services ,  Education Provided Other Than At School,14000,2639  ,Professional Services,"2,423.04",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5387097,31-Jul-14,Childrens Social Care ,  Out Of County Placements,16020,3355  ,Out Of County Residential Placements,"16,547.60",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTIVE COMPOSITES LIMITED,5348087,07-Jul-14,Regional Growth Fund,  Regional Growth Fund,991220,8743  ,Partnership Development Projects,874.83,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5367854,21-Jul-14,Rural Growth Network,  Rural Growth Network,990348,8743  ,Partnership Development Projects,"43,147.78",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5351201,09-Jul-14,Adult Social Care ,  Local Healthwatch,303053,3374  ,Block Contracts,"78,500.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5348959,07-Jul-14,Highways and Transport Services ,  Supported Bus Services,204160,2204  ,Support - rural bus routes,281.2,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5348978,07-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"2,342.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5348958,07-Jul-14,Highways and Transport Services ,  Supported Bus Services,204160,2204  ,Support - rural bus routes,281.2,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5348984,07-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"2,505.30",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5348966,07-Jul-14,Highways and Transport Services ,  Supported Bus Services,204160,3180  ,Grants to Voluntary Bodies,880,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5372808,23-Jul-14,Highways and Transport Services ,  Supported Bus Services,204160,2204  ,Support - rural bus routes,281.2,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5372711,23-Jul-14,Highways and Transport Services ,  Concessionary Travel,204140,2200  ,Concessions - payments to bus operator,360,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5348962,07-Jul-14,Highways and Transport Services ,  Supported Bus Services,204160,2204  ,Support - rural bus routes,"3,349.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5348981,07-Jul-14,Highways and Transport Services ,  SEN Transport,204190,2095  ,Pupils - Travel,"2,722.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5348987,07-Jul-14,Highways and Transport Services ,  SEN Transport,204190,2095  ,Pupils - Travel,"2,514.96",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5348985,07-Jul-14,Highways and Transport Services ,  SEN Transport,204190,2095  ,Pupils - Travel,"2,299.50",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5348977,07-Jul-14,Highways and Transport Services ,  SEN Transport,204190,2095  ,Pupils - Travel,"2,625.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5372691,23-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"3,442.95",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5379882,28-Jul-14,Highways and Transport Services ,  Supported Bus Services,204160,3180  ,Grants to Voluntary Bodies,320,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADARE INSPIRED COMMUNICATIONS,5348308,07-Jul-14,Central Services - Central Services to the Public ,  Electoral Registration,118001,2580  ,Printing & Stationery,398,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADARE INSPIRED COMMUNICATIONS,5360005,15-Jul-14,Central Services - Central Services to the Public ,  Electoral Registration,118001,0850  ,Staff Training & Development,"1,291.68",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADARE INSPIRED COMMUNICATIONS,5360009,15-Jul-14,Central Services - Central Services to the Public ,  Electoral Registration,118001,0850  ,Staff Training & Development,"3,117.77",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADARE INSPIRED COMMUNICATIONS,5360011,15-Jul-14,Central Services - Central Services to the Public ,  Electoral Registration,118001,0850  ,Staff Training & Development,"1,133.29",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADARE INSPIRED COMMUNICATIONS,5372033,23-Jul-14,Central Services - Central Services to the Public ,  Electoral Registration,118001,2750  ,Postage & Carriage,"3,865.32",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADMEC,5359672,15-Jul-14,Fixed Asset Account,  Fixed Asset Account,990120,8432  ,CIP  - Infrastructure,309,Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADMEC,5359666,15-Jul-14,Fixed Asset Account,  Fixed Asset Account,990120,8432  ,CIP  - Infrastructure,309,Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADMEC,5359674,15-Jul-14,Fixed Asset Account,  Fixed Asset Account,990120,8432  ,CIP  - Infrastructure,"1,698.60",Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADMEC,5381767,29-Jul-14,Fixed Asset Account,  Fixed Asset Account,990120,8432  ,CIP  - Infrastructure,"1,144.40",Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADMEC,5379117,25-Jul-14,Fixed Asset Account,  Fixed Asset Account,990120,8432  ,CIP  - Infrastructure,"1,792.60",Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADMEC,5379114,25-Jul-14,Fixed Asset Account,  Fixed Asset Account,990120,8432  ,CIP  - Infrastructure,"2,202.50",Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADMEC,5379111,25-Jul-14,Fixed Asset Account,  Fixed Asset Account,990120,8432  ,CIP  - Infrastructure,"1,668.50",Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADMEC,5379109,25-Jul-14,Fixed Asset Account,  Fixed Asset Account,990120,8432  ,CIP  - Infrastructure,990.6,Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADMEC,5379724,28-Jul-14,Fixed Asset Account,  Fixed Asset Account,990120,8432  ,CIP  - Infrastructure,376.85,Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADOPTION UK,5340158,01-Jul-14,Childrens Social Care ,  Wansbeck FACT,16016,4103  ,Other Placement Costs,"1,216.50",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADOPTION UK,5340171,01-Jul-14,Childrens Social Care ,  Family Placement Service,17012,4103  ,Other Placement Costs,595,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADOPTION UK,5340195,01-Jul-14,Childrens Social Care ,  Family Placement Service,17012,4103  ,Other Placement Costs,595,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADOPTION UK,5340198,01-Jul-14,Childrens Social Care ,  Family Placement Service,17012,4103  ,Other Placement Costs,330,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADOPTION UK,5345579,03-Jul-14,Childrens Social Care ,  Family Placement Service,17012,4103  ,Other Placement Costs,550,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADOPTION UK,5345873,03-Jul-14,Childrens Social Care ,  Family Placement Service,17012,4103  ,Other Placement Costs,700,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADOPTION UK,5345890,03-Jul-14,Childrens Social Care ,  Family Placement Service,17012,4103  ,Other Placement Costs,"1,188.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADOPTION UK,5360758,15-Jul-14,Childrens Social Care ,  Family Placement Service,17012,4103  ,Other Placement Costs,550,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5351846,09-Jul-14,Central Services - Other Operating Income and Expenditure ,  County Hall Civic Restaurant (6220),295010,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,"2,160.90",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5351851,09-Jul-14,Central Services - Other Operating Income and Expenditure ,  Cramlington Customer Serv Off - Running Costs,294944,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,330.7,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5351852,09-Jul-14,Fire and Rescue Services ,  Fire & Rescue Services Admin Centre,30100,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,273.36,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5349527,08-Jul-14,Central Services - Other Operating Income and Expenditure ,  County Hall Running Costs (6250),295060,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,260,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5339655,01-Jul-14,Central Services - Other Operating Income and Expenditure ,  County Hall Running Costs (6250),295060,1502  ,Building Maintenance - Structural - Unplanned - Centrally Funded,490,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5346097,04-Jul-14,Cultural and Related Services ,  Morpeth Chantry,250390,1502  ,Building Maintenance - Structural - Unplanned - Centrally Funded,270,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5346099,04-Jul-14,Central Services - Other Operating Income and Expenditure ,  Ashmore House,128051,1502  ,Building Maintenance - Structural - Unplanned - Centrally Funded,258.98,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5349530,08-Jul-14,Central Services - Other Operating Income and Expenditure ,"  Council Offices, Bedlington - Running Costs",294960,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,420,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5386871,31-Jul-14,Central Services - Other Operating Income and Expenditure ,  Income Management & Cashiers,125013,2900  ,Other Sundry Expenditure,535.07,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5348918,07-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,501.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5348919,07-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"2,977.38",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5348920,07-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,760.01",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5348923,07-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,840,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5348928,07-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,735,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5348930,07-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,239.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5348931,07-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"2,800.77",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5348934,07-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,512.42",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5349597,08-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,449.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5379680,30-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,001.28",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5379682,30-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,843.14",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5379687,30-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,089.53",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5379697,30-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,826,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5379700,30-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,733.81",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5379705,30-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,008.28",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5379708,30-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,966,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AECOM LTD,5381149,29-Jul-14,Fixed Asset Account,  Fixed Asset Account,990120,8432  ,CIP  - Infrastructure,"5,000.00",Asset
