"Supplier Payments, where a specific charge is £250 or greater.",,,,,,,,,,,
Period 1-Jan-14 to 31-Jan-14,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Authority,,Vendor Name,Invoice,Payment ,Service Responsible for Spend,Service,Cost,Subjective,Subjective,Amount Exc,Type
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5111075,20-Jan-14,Adult Social Care,  CHC Packages,306420,3359  ,Residential Care,436,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5111076,20-Jan-14,Adult Social Care ,  Older PDI West - PWLTP - Two,306413,3359  ,Residential Care,998.87,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5111077,20-Jan-14,Adult Social Care ,  Older PDI West - PWLTH - One,306412,3359  ,Residential Care,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5111077,20-Jan-14,Adult Social Care ,  Older PDI West - PWLTP - Two,306413,3359  ,Residential Care,"3,729.12",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5111077,20-Jan-14,Adult Social Care ,  Older MH West - PWMH1,306414,3357  ,Care Homes with Nursing,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5111077,20-Jan-14,Adult Social Care ,  Older MH West - PWMH1,306414,3359  ,Residential Care,"3,749.88",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5111078,20-Jan-14,Adult Social Care ,  Older PDI West - PWLTH - One,306412,3357  ,Care Homes with Nursing,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5111078,20-Jan-14,Adult Social Care ,  Older PDI West - PWLTP - Two,306413,3357  ,Care Homes with Nursing,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5111078,20-Jan-14,Adult Social Care ,  Older MH West - PWMH1,306414,3357  ,Care Homes with Nursing,"1,864.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5111078,20-Jan-14,Adult Social Care ,  Older MH West - PWMH1,306414,3359  ,Residential Care,"5,635.20",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5111079,20-Jan-14,Adult Social Care,  CHC Packages,306420,3357  ,Care Homes with Nursing,"4,690.32",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACOMB COURT CARE HOME,5111080,20-Jan-14,Adult Social Care,  CHC Packages,306420,3357  ,Care Homes with Nursing,"2,303.72",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACORN WEB OFFSET LIMITED,5084237,03-Jan-14,Central Services - Other Operating Income and Expenditure ,  Graphic Design,107002,2580  ,Printing & Stationery,"15,600.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION ADVERTISING LIMITED,5091431,16-Jan-14,Fire and Rescue Services ,  Fire & Rescue Services Admin Centre,30100,2561  ,Protective Clothing,480,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5126181,31-Jan-14,Education Services ,  Free Early Learning and Childcare (2Year Olds) Grant,24022,3251  ,Other Contributions,"2,295.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5126376,31-Jan-14,Education Services ,  Funding for 3 and 4 Year Old Children,24018,3251  ,Other Contributions,"4,387.50",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5126201,31-Jan-14,Education Services ,  Free Early Learning and Childcare (2Year Olds) Grant,24022,3251  ,Other Contributions,"6,885.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5126186,31-Jan-14,Education Services ,  Free Early Learning and Childcare (2Year Olds) Grant,24022,3251  ,Other Contributions,"3,060.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5126198,31-Jan-14,Education Services ,  Free Early Learning and Childcare (2Year Olds) Grant,24022,3251  ,Other Contributions,"1,147.50",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5101125,10-Jan-14,Education Services ,  Ashington Sure Start,9302,3251  ,Other Contributions,"-2,048.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5101125,10-Jan-14,Education Services ,  Newbiggin Childrens Centre,9304,3251  ,Other Contributions,-907.75,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5101125,10-Jan-14,Education Services ,  Bedlington Sure Start Local Programme,9410,3251  ,Other Contributions,"-1,084.11",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5101125,10-Jan-14,Education Services ,  Choppington Sure Start Local Programme,9411,3251  ,Other Contributions,-503.15,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5101125,10-Jan-14,Education Services ,  Morpeth Childrens Centre,9412,3251  ,Other Contributions,-420.16,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5101125,10-Jan-14,Education Services ,  Pegswood Childrens Centre,9413,3251  ,Other Contributions,-223.05,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5122892,30-Jan-14,Childrens Social Care ,  Wansbeck FACT,16016,3361  ,Day Care,"2,156.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5091854,13-Jan-14,Childrens Social Care ,  Cramlington & Seaton Valley FACT,16012,3361  ,Day Care,434.4,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5101124,10-Jan-14,Education Services ,  Ashington Sure Start,9302,3251  ,Other Contributions,"158,588.05",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5101124,10-Jan-14,Education Services ,  Newbiggin Childrens Centre,9304,3251  ,Other Contributions,"70,260.53",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5101124,10-Jan-14,Education Services ,  Bedlington Sure Start Local Programme,9410,3251  ,Other Contributions,"83,911.15",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5101124,10-Jan-14,Education Services ,  Choppington Sure Start Local Programme,9411,3251  ,Other Contributions,"38,944.41",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5101124,10-Jan-14,Education Services ,  Morpeth Childrens Centre,9412,3251  ,Other Contributions,"32,520.59",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5101124,10-Jan-14,Education Services ,  Pegswood Childrens Centre,9413,3251  ,Other Contributions,"17,264.02",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5109467,28-Jan-14,Childrens Social Care ,  Administration - County Hall,16509,1550  ,Rents and Leases,"3,000.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTION FOR CHILDREN SERVICES LIMITED,5112744,21-Jan-14,Childrens Social Care ,  Wansbeck FACT,16016,3361  ,Day Care,"2,107.80",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTIVE ARK,5115103,22-Jan-14,Childrens Social Care ,  Out Of County Placements,16020,3355  ,Out Of County Residential Placements,"18,060.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ACTIVE ARK,5115104,22-Jan-14,Childrens Social Care ,  Out Of County Placements,16020,3355  ,Out Of County Residential Placements,"-1,290.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AC EDUCATION,5091759,13-Jan-14,Childrens Social Care ,  Family Placement Service,17012,0820  ,"Recruitment - Tests, CRB charges etc","6,930.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5103360,15-Jan-14,Adult Social Care ,  Local Healthwatch,303053,3374  ,Block Contracts,"52,000.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5099603,14-Jan-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,522.30",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5099604,10-Jan-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,789.50",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5099605,10-Jan-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"2,459.25",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5099612,10-Jan-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"2,022.90",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5099606,10-Jan-14,Highways and Transport Services ,  SEN Transport,204190,2095  ,Pupils - Travel,"1,518.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5099607,10-Jan-14,Highways and Transport Services ,  SEN Transport,204190,2095  ,Pupils - Travel,"1,796.40",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5099608,10-Jan-14,Highways and Transport Services ,  SEN Transport,204190,2095  ,Pupils - Travel,"1,642.50",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5099609,10-Jan-14,Highways and Transport Services ,  SEN Transport,204190,2095  ,Pupils - Travel,"1,875.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5099573,13-Jan-14,Highways and Transport Services ,  Supported Bus Services,204160,2204  ,Support - rural bus routes,"3,260.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5099583,13-Jan-14,Highways and Transport Services ,  Supported Bus Services,204160,2204  ,Support - rural bus routes,351.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADAPT,5099588,10-Jan-14,Highways and Transport Services ,  Concessionary Travel,204140,2200  ,Concessions - payments to bus operator,270,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADOPTION UK,5089826,27-Jan-14,Childrens Social Care ,  Wansbeck FACT,16016,4103  ,Other Placement Costs,435,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADOPTION UK,5089760,24-Jan-14,Childrens Social Care ,  Wansbeck FACT,16016,4103  ,Other Placement Costs,435,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADOPTION UK,5089822,24-Jan-14,Childrens Social Care ,  Wansbeck FACT,16016,4103  ,Other Placement Costs,550,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADOPTION UK,5089829,27-Jan-14,Childrens Social Care ,  Wansbeck FACT,16016,4103  ,Other Placement Costs,435,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADOPTION UK,5089830,07-Jan-14,Childrens Social Care ,  Cramlington & Seaton Valley FACT,16012,2740  ,Advertising / Publicity,435,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADOPTION UK,5126071,30-Jan-14,Childrens Social Care ,  Cramlington & Seaton Valley FACT,16012,2740  ,Advertising / Publicity,426.75,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5089046,06-Jan-14,Central Services - Other Operating Income and Expenditure ,  County Hall Running Costs (6250),295060,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,"2,162.95",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5089047,06-Jan-14,Central Services - Other Operating Income and Expenditure ,  Cramlington Customer Serv Off - Running Costs,294944,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,330.7,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5089050,06-Jan-14,Fire and Rescue Services ,  Fire & Rescue Services Admin Centre,30100,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,273.36,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5089055,06-Jan-14,Central Services - Other Operating Income and Expenditure ,  County Hall Running Costs (6250),295060,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,848.42,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5089056,06-Jan-14,Highways and Transport Services ,  Alnwick Willowburn,200810,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,550.94,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5089057,06-Jan-14,Highways and Transport Services ,  Bearl,200870,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,548.7,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5088043,03-Jan-14,Environmental and Regulatory Services ,  Blyth Depot - Depot Running Costs,225610,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,285.81,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5088046,03-Jan-14,Central Services - Other Operating Income and Expenditure ,  Morpeth Town Hall - Running Costs,294933,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,275.99,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5092283,08-Jan-14,Environmental and Regulatory Services ,  Blyth Depot - Depot Running Costs,225610,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,349.21,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5092292,08-Jan-14,Environmental and Regulatory Services ,  Morpeth Depot - Depot Running Costs,225410,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,493.72,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5092293,08-Jan-14,Central Services - Other Operating Income and Expenditure ,  Morpeth Town Hall - Running Costs,294933,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,441.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5092298,08-Jan-14,Education Services ,  Beaconhill Children's Admin Office,26000,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,421.71,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5092316,08-Jan-14,Central Services - Other Operating Income and Expenditure ,  Allerburn House - Alnwick - Running Costs,294921,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,251.83,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5092322,08-Jan-14,Central Services - Other Operating Income and Expenditure ,  County Hall Running Costs (6250),295060,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,641.26,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5092325,08-Jan-14,Central Services - Other Operating Income and Expenditure ,  Council Offices Berwick - Running Costs,294954,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,694.23,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5092326,08-Jan-14,Cultural and Related Services ,  Ashington Leisure Centre,249570,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,430.69,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5092330,08-Jan-14,Cultural and Related Services ,  County Library Service,252020,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,290.87,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5092333,08-Jan-14,Cultural and Related Services ,  County Tourist Information,250100,1580  ,Fixtures and Fittings and Furnishings,295.8,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5092349,08-Jan-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,260.01,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5092350,08-Jan-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,313.34,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5092362,08-Jan-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,373.38,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5092365,08-Jan-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,251.98,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5092366,08-Jan-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,302.03,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5092369,08-Jan-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,950.64,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5092370,08-Jan-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,283.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5092371,08-Jan-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,272.28,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5092373,08-Jan-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,280.77,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5092374,08-Jan-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,414.52,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5092377,08-Jan-14,Fire and Rescue Services ,  Fire & Rescue Services Admin Centre,30100,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,883.08,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5092378,08-Jan-14,Environmental and Regulatory Services ,  Hexham Depot - Depot Running Costs,225510,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,378.53,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5092381,08-Jan-14,Adult Social Care ,  Dene Park Office Accommodation,300280,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,389.3,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADT FIRE AND SECURITY,5108367,17-Jan-14,Cultural and Related Services ,  Swan centre,249510,1502  ,Building Maintenance - Structural - Unplanned - Centrally Funded,"1,337.04",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5094516,08-Jan-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,072.80",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5094518,08-Jan-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"2,126.70",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5095574,09-Jan-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,417.15",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5094519,08-Jan-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,600,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5094522,08-Jan-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,735,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ADVANCED TAXIS,5094526,08-Jan-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,885,Expense
